Site,Date,EnteroCount,FourDayRainTotal,SampleCount,EnteroCount1
79th St. mid-channel,8/19/2008,<10,0,49,10
79th St. mid-channel,8/13/2012,<10,0.2,49,10
79th St. mid-channel,7/2/2008,<10,0.6,49,10
79th St. mid-channel,9/26/2006,<10,0.1,49,10
79th St. mid-channel,10/16/2013,<10,0,49,10
79th St. mid-channel,5/31/2013,<10,0.5,49,10
79th St. mid-channel,7/21/2010,<10,0.1,49,10
79th St. mid-channel,7/17/2013,<10,0,49,10
Pier 96 Kayak Launch,8/13/2012,<10,0.2,39,10
Pier 96 Kayak Launch,7/16/2012,<10,0.3,39,10
Pier 96 Kayak Launch,6/11/2012,<10,0,39,10
Pier 96 Kayak Launch,6/27/2011,<10,0,39,10
Pier 96 Kayak Launch,9/11/2010,<10,0,39,10
Pier 96 Kayak Launch,8/17/2010,<10,0.3,39,10
Pier 96 Kayak Launch,7/21/2010,<10,0.1,39,10
Pier 96 Kayak Launch,5/21/2010,<10,1.1,39,10
Pier 96 Kayak Launch,9/14/2009,<10,0.8,39,10
Pier 96 Kayak Launch,8/20/2009,<10,0.6,39,10
Pier 96 Kayak Launch,10/20/2008,<10,0,39,10
Pier 96 Kayak Launch,10/12/2008,<10,0.6,39,10
Pier 96 Kayak Launch,9/24/2008,<10,0,39,10
Pier 96 Kayak Launch,8/19/2008,<10,0,39,10
Pier 96 Kayak Launch,10/10/2012,<10,0.5,39,10
East River mid-channel at Roosevelt Is.,9/24/2008,<10,0,48,10
East River mid-channel at Roosevelt Is.,5/19/2008,<10,1,48,10
East River mid-channel at Roosevelt Is.,7/2/2008,<10,0.6,48,10
East River mid-channel at Roosevelt Is.,8/19/2008,<10,0,48,10
East River mid-channel at Roosevelt Is.,10/16/2013,<10,0,48,10
East River mid-channel at Roosevelt Is.,6/5/2009,<10,2,48,10
East River mid-channel at Roosevelt Is.,6/22/2009,<10,0.8,48,10
East River mid-channel at Roosevelt Is.,8/20/2009,<10,0.6,48,10
East River mid-channel at Roosevelt Is.,9/14/2009,<10,0.8,48,10
East River mid-channel at Roosevelt Is.,6/15/2010,<10,0.3,48,10
East River mid-channel at Roosevelt Is.,7/21/2010,<10,0.1,48,10
East River mid-channel at Roosevelt Is.,9/11/2010,<10,0,48,10
East River mid-channel at Roosevelt Is.,6/27/2011,<10,0,48,10
East River mid-channel at Roosevelt Is.,6/11/2012,<10,0,48,10
East River mid-channel at Roosevelt Is.,8/13/2012,<10,0.2,48,10
East River mid-channel at Roosevelt Is.,5/31/2013,<10,0.5,48,10
East River mid-channel at Roosevelt Is.,7/17/2013,<10,0,48,10
East River mid-channel at Roosevelt Is.,9/18/2013,<10,0,48,10
East River mid-channel at Roosevelt Is.,7/19/2011,<10,0.1,48,10
"Castle Point, NJ",6/24/2008,<10,0.2,39,10
"Castle Point, NJ",9/24/2008,<10,0,39,10
"Castle Point, NJ",10/20/2008,<10,0,39,10
"Castle Point, NJ",8/13/2012,<10,0.2,39,10
"Castle Point, NJ",9/14/2009,<10,0.8,39,10
"Castle Point, NJ",5/21/2010,<10,1.1,39,10
"Castle Point, NJ",6/15/2010,<10,0.3,39,10
"Castle Point, NJ",7/21/2010,<10,0.1,39,10
"Castle Point, NJ",8/17/2010,<10,0.3,39,10
"Castle Point, NJ",7/16/2012,<10,0.3,39,10
"Castle Point, NJ",7/19/2011,<10,0.1,39,10
"Castle Point, NJ",7/17/2013,<10,0,39,10
Newtown Creek- Dutch Kills,9/18/2013,<10,0,57,10
Newtown Creek- Dutch Kills,6/18/2007,<10,0,57,10
Newtown Creek- Dutch Kills,8/13/2012,<10,0.2,57,10
Newtown Creek- Dutch Kills,7/16/2012,<10,0.3,57,10
Newtown Creek- Dutch Kills,6/11/2012,<10,0,57,10
Newtown Creek- Dutch Kills,9/14/2011,<10,0,57,10
Newtown Creek- Dutch Kills,6/27/2011,<10,0,57,10
Newtown Creek- Dutch Kills,7/21/2010,<10,0.1,57,10
Newtown Creek- Dutch Kills,6/15/2010,<10,0.3,57,10
Newtown Creek- Dutch Kills,6/3/2010,<10,0,57,10
Newtown Creek- Dutch Kills,5/21/2010,<10,1.1,57,10
Newtown Creek- Dutch Kills,8/20/2009,<10,0.6,57,10
Newtown Creek- Dutch Kills,7/15/2009,<10,0,57,10
Newtown Creek- Dutch Kills,5/12/2009,<10,0.6,57,10
Newtown Creek- Dutch Kills,9/24/2008,<10,0,57,10
Newtown Creek- Dutch Kills,8/19/2008,<10,0,57,10
Newtown Creek- Dutch Kills,7/14/2008,<10,0.5,57,10
East River mid-channel at 23rd St.,9/14/2009,<10,0.8,50,10
East River mid-channel at 23rd St.,8/20/2009,<10,0.6,50,10
East River mid-channel at 23rd St.,9/24/2008,<10,0,50,10
East River mid-channel at 23rd St.,8/19/2008,<10,0,50,10
East River mid-channel at 23rd St.,7/2/2008,<10,0.6,50,10
East River mid-channel at 23rd St.,5/19/2008,<10,1,50,10
East River mid-channel at 23rd St.,10/9/2009,<10,0.2,50,10
East River mid-channel at 23rd St.,9/18/2013,<10,0,50,10
East River mid-channel at 23rd St.,5/31/2013,<10,0.5,50,10
East River mid-channel at 23rd St.,9/10/2012,<10,0.4,50,10
East River mid-channel at 23rd St.,8/13/2012,<10,0.2,50,10
East River mid-channel at 23rd St.,5/15/2012,<10,0.5,50,10
East River mid-channel at 23rd St.,6/3/2010,<10,0,50,10
East River mid-channel at 23rd St.,7/19/2011,<10,0.1,50,10
East River mid-channel at 23rd St.,6/27/2011,<10,0,50,10
East River mid-channel at 23rd St.,9/11/2010,<10,0,50,10
East River mid-channel at 23rd St.,7/21/2010,<10,0.1,50,10
East River mid-channel at 23rd St.,6/15/2010,<10,0.3,50,10
East River mid-channel at 23rd St.,7/16/2012,<10,0.3,50,10
East River mid-channel at 23rd St.,10/19/2009,<10,0.4,50,10
Newtown Creek- Metropolitan Ave. Bridge,6/3/2010,<10,0,57,10
Newtown Creek- Metropolitan Ave. Bridge,9/24/2008,<10,0,57,10
Newtown Creek- Metropolitan Ave. Bridge,5/12/2009,<10,0.6,57,10
Newtown Creek- Metropolitan Ave. Bridge,7/15/2009,<10,0,57,10
Newtown Creek- Metropolitan Ave. Bridge,7/28/2009,<10,2,57,10
Newtown Creek- Metropolitan Ave. Bridge,6/27/2011,<10,0,57,10
Newtown Creek- Metropolitan Ave. Bridge,6/11/2012,<10,0,57,10
Newtown Creek- Metropolitan Ave. Bridge,8/13/2012,<10,0.2,57,10
The Battery mid-channel,7/19/2011,<10,0.1,49,10
The Battery mid-channel,7/17/2013,<10,0,49,10
The Battery mid-channel,5/31/2013,<10,0.5,49,10
The Battery mid-channel,8/13/2012,<10,0.2,49,10
The Battery mid-channel,7/16/2012,<10,0.3,49,10
The Battery mid-channel,6/11/2012,<10,0,49,10
The Battery mid-channel,5/15/2012,<10,0.5,49,10
The Battery mid-channel,9/14/2011,<10,0,49,10
The Battery mid-channel,9/26/2006,<10,0.1,49,10
The Battery mid-channel,9/18/2013,<10,0,49,10
The Battery mid-channel,9/11/2010,<10,0,49,10
The Battery mid-channel,8/17/2010,<10,0.3,49,10
The Battery mid-channel,6/15/2010,<10,0.3,49,10
The Battery mid-channel,9/14/2009,<10,0.8,49,10
The Battery mid-channel,8/20/2009,<10,0.6,49,10
The Battery mid-channel,6/18/2007,<10,0,49,10
The Battery mid-channel,10/20/2008,<10,0,49,10
The Battery mid-channel,9/24/2008,<10,0,49,10
The Battery mid-channel,8/19/2008,<10,0,49,10
The Battery mid-channel,7/2/2008,<10,0.6,49,10
The Battery mid-channel,8/16/2007,<10,0,49,10
The Battery mid-channel,10/16/2013,<10,0,49,10
Gowanus Canal,7/17/2013,<10,0,37,10
Gowanus Canal,9/10/2012,<10,0.4,37,10
Gowanus Canal,8/13/2012,<10,0.2,37,10
Gowanus Canal,6/27/2011,<10,0,37,10
Gowanus Canal,9/11/2010,<10,0,37,10
Gowanus Canal,7/15/2009,<10,0,37,10
Gowanus Canal,9/6/2007,<10,0,37,10
Hudson above Mohawk River,5/25/2010,<1,0,35,1
Hudson above Mohawk River,10/23/2008,<1,0.3,35,1
Castleton,6/16/2012,<1,0.2,35,1
Coeymans Landing,5/22/2008,<1,0.2,36,1
Coxsackie Waterfront Park,8/21/2011,<1,0,35,1
Inbocht Bay,10/20/2013,<1,0.2,36,1
Esopus Creek West,8/21/2012,<1,0.6,42,1
Esopus Creek West,5/21/2008,<1,0.2,42,1
Esopus Creek Entrance,8/20/2011,<1,1.1,43,1
Tivoli Landing,8/8/2008,<1,0.8,37,1
Tivoli Landing,7/15/2011,<1,0,37,1
Tivoli Landing,8/20/2011,<1,1.1,37,1
Ulster Landing Beach,5/24/2010,<1,0,36,1
Ulster Landing Beach,7/15/2011,<1,0,36,1
Ulster Landing Beach,7/16/2008,<1,0.6,36,1
Ulster Landing Beach,8/18/2013,<1,0,36,1
Ulster Landing Beach,9/14/2012,<1,0,36,1
Kingston Point Beach,10/22/2008,<1,0,43,1
Port Ewen Drinking Water Intake,6/10/2009,<1,0.9,37,1
Port Ewen Drinking Water Intake,7/24/2012,<1,0.7,37,1
Port Ewen Drinking Water Intake,7/16/2008,<1,0.6,37,1
Port Ewen Drinking Water Intake,7/16/2011,<1,0,37,1
Port Ewen Drinking Water Intake,7/20/2010,<1,0,37,1
Port Ewen Drinking Water Intake,5/24/2010,<1,0,37,1
Port Ewen Drinking Water Intake,10/22/2009,<1,0,37,1
Norrie Point mid-channel,8/16/2012,<1,0.4,36,1
Norrie Point mid-channel,9/15/2008,<1,0.7,36,1
Norrie Point mid-channel,10/22/2009,<1,0,36,1
Poughkeepsie Drinking Water Intake,9/20/2013,<1,0,38,1
Poughkeepsie Drinking Water Intake,9/20/2008,<1,0,38,1
Poughkeepsie Drinking Water Intake,6/10/2009,<1,0.9,38,1
Poughkeepsie Drinking Water Intake,5/24/2010,<1,0,38,1
Poughkeepsie Drinking Water Intake,7/20/2010,<1,0,38,1
Beacon Harbor,7/17/2011,<1,0,38,1
Little Stony Point,7/16/2008,<1,0.6,38,1
Little Stony Point,5/14/2009,<1,0.1,38,1
Little Stony Point,7/17/2011,<1,0,38,1
Little Stony Point,6/14/2012,<1,0.5,38,1
Little Stony Point,5/18/2012,<1,0.3,38,1
Cold Spring Harbor,5/18/2012,<1,0.3,35,1
West Point STP Outfall,9/20/2008,<1,0,36,1
West Point STP Outfall,5/23/2010,<1,0,36,1
West Point STP Outfall,9/13/2012,<1,0,36,1
Fort Montgomery,5/18/2012,<1,0.3,36,1
Saw Mill River,8/17/2011,24196,6.4,50,24196
Gowanus Canal,5/29/2009,17329,0.5,37,17329
Upper Sparkill Creek,8/16/2008,15530,1,165,15530
Piermont Pier,8/16/2008,12030,1,187,12030
Upper Sparkill Creek,6/9/2009,12030,0.8,165,12030
Emeline Beach- Haverstraw,5/17/2011,10462,2,38,10462
Orangetown STP Outfall,10/21/2008,10112,0,57,10112
Kingsland Pt. Park- Pocantico River,8/22/2009,8664,1.2,42,8664
Upper Sparkill Creek,7/23/2008,8160,0.9,165,8160
Saw Mill River,7/2/2008,6488,0.6,50,6488
Gowanus Canal,7/23/2008,5790,1,37,5790
Harlem River- Willis Ave. Bridge,7/14/2008,5635,0.5,47,5635
Gowanus Canal,8/17/2010,4884,0.3,37,4884
Ossining Beach,5/17/2011,4611,2,47,4611
Peekskill Riverfront Green Park,9/15/2011,4352,0,42,4352
Newtown Creek- Metropolitan Ave. Bridge,8/14/2013,4352,1,57,4352
Saw Mill River,7/14/2008,4229,0.5,50,4229
Furnace Brook,9/15/2011,4106,0,48,4106
Piermont Pier,11/8/2010,4106,0,187,4106
Piermont Pier,11/29/2010,4106,0.1,187,4106
Tarrytown Marina,8/6/2008,3873,1.6,27,3873
Newtown Creek- Metropolitan Ave. Bridge,8/17/2010,3873,0.3,57,3873
Cedar Pond Brook,5/17/2011,3654,2,47,3654
Tarrytown Marina,7/22/2010,3654,1.5,27,3654
Newtown Creek- Dutch Kills,8/17/2010,3448,0.3,57,3448
Piermont Pier,3/29/2010,3255,2,187,3255
North River STP at 145th,9/10/2012,2987,0.4,47,2987
Piermont Pier,11/1/2010,2755,0,187,2755
Cedar Pond Brook,9/15/2011,2723,0,47,2723
Newtown Creek- Dutch Kills,10/21/2011,2682,1.1,57,2682
Gowanus Canal,8/16/2011,2603,6.4,37,2603
Furnace Brook,5/17/2011,2481,2,48,2481
Kingsland Pt. Park- Pocantico River,8/15/2013,2481,1.1,42,2481
Piermont Pier,3/7/2011,2481,2.2,187,2481
Mohawk River at Waterford,10/16/2011,2420,1.5,35,2420
Mohawk River at Waterford,7/31/2009,2420,1.9,35,2420
Bethlehem Launch Ramp,10/16/2011,2420,1.5,36,2420
Coxsackie Waterfront Park,10/16/2011,2420,1.5,35,2420
Gay's Point mid-channel,8/24/2009,2420,2.8,36,2420
Catskill Creek- First Bridge,8/24/2009,2420,2.8,38,2420
Ulster Landing Beach,7/31/2009,2420,0.3,36,2420
Kingston STP Outfall,7/20/2012,2420,0.6,40,2420
Rondout- Kingston Public Dock,5/19/2011,2420,1.8,39,2420
Newburgh Launch Ramp,10/15/2010,2420,1.5,38,2420
Ossining Beach,5/20/2008,2420,0.3,47,2420
Upper Sparkill Creek,12/10/2012,2420,0.6,165,2420
Yonkers STP Outfall,11/8/2012,2400,1.2,51,2400
Newtown Creek- Dutch Kills,10/10/2012,2333,0.5,57,2333
Tarrytown Marina,8/22/2009,2310,1.2,27,2310
Newtown Creek- Metropolitan Ave. Bridge,10/21/2011,2300,1.1,57,2300
Newtown Creek- Dutch Kills,8/16/2011,2282,6.4,57,2282
Upper Sparkill Creek,9/26/2008,2220,1.7,165,2220
North River STP at 145th,10/10/2012,2098,0.5,47,2098
Peekskill Riverfront Green Park,5/17/2011,2014,2,42,2014
Mohawk River at Waterford,8/24/2009,1986,2.8,35,1986
Hudson River above Troy Lock,10/16/2010,1986,1.3,37,1986
Coeymans Landing,6/4/2013,1986,1.2,36,1986
Coeymans Landing,10/16/2011,1986,1.5,36,1986
Hudson Landing Ramp,10/16/2011,1986,1.5,37,1986
Catskill Creek- First Bridge,10/16/2010,1986,1.3,38,1986
Catskill Creek- First Bridge,7/31/2009,1986,1.9,38,1986
Catskill Creek- East End,7/31/2009,1986,1.9,42,1986
Catskill Creek- East End,10/16/2010,1986,1.3,42,1986
Malden Launch Ramp,7/31/2009,1986,1.3,36,1986
Esopus Creek West,7/31/2009,1986,1.4,42,1986
Esopus Creek Entrance,7/31/2009,1986,1.4,43,1986
Kingston STP Outfall,8/23/2009,1986,0.6,40,1986
Kingston STP Outfall,9/14/2012,1986,0,40,1986
Rondout- Eddyville Anchorage,5/17/2009,1986,1.5,45,1986
Upper Sparkill Creek,12/28/2009,1986,1.5,165,1986
Upper Sparkill Creek,1/5/2010,1986,0,165,1986
Upper Sparkill Creek,11/8/2012,1935,0.1,165,1935
Piermont Pier,11/4/2009,1904,0.1,187,1904
Newtown Creek- Dutch Kills,9/26/2008,1892,2.4,57,1892
Upper Sparkill Creek,1/3/2012,1785,0.1,165,1785
Hudson above Mohawk River,10/16/2011,1733,1.5,35,1733
Mohawk River at Waterford,8/19/2013,1733,0,35,1733
Island Creek/Normans Kill,5/19/2011,1733,1.6,35,1733
Castleton,6/4/2013,1733,1.2,35,1733
Coxsackie Waterfront Park,8/24/2009,1733,2.8,35,1733
Gay's Point mid-channel,10/16/2011,1733,1.5,36,1733
Athens,8/24/2009,1733,2.8,35,1733
Kingston STP Outfall,5/19/2011,1733,1.8,40,1733
Port Ewen Drinking Water Intake,7/30/2009,1733,0.5,37,1733
Newburgh Launch Ramp,7/19/2013,1733,0.1,38,1733
Upper Sparkill Creek,7/6/2010,1733,0,165,1733
Upper Sparkill Creek,8/29/2010,1733,0,165,1733
Upper Sparkill Creek,10/18/2010,1733,0,165,1733
Piermont Pier,12/21/2009,1723,0,187,1723
Piermont Pier,2/22/2010,1720,0,187,1720
Harlem River- Washington Bridge,8/14/2013,1670,1,47,1670
Piermont Pier,9/6/2008,1620,4.8,187,1620
Piermont Pier,10/25/2010,1616,0,187,1616
Piermont Pier,1/3/2011,1607,0.1,187,1607
Hudson River above Troy Lock,10/16/2011,1553,1.5,37,1553
Dunn Memorial Bridge- Albany,6/24/2013,1553,1.4,38,1553
Dunn Memorial Bridge- Albany,6/4/2013,1553,1.2,38,1553
Athens,10/16/2011,1553,1.5,35,1553
Rondout- Kingston Public Dock,8/10/2008,1553,0.5,39,1553
Orangetown STP Outfall,10/20/2009,1553,0,57,1553
Upper Sparkill Creek,3/29/2010,1553,2,165,1553
Upper Sparkill Creek,6/1/2010,1553,0,165,1553
Upper Sparkill Creek,8/3/2010,1553,0,165,1553
Upper Sparkill Creek,8/10/2010,1553,0,165,1553
Piermont Pier,1/11/2011,1541,0,187,1541
Orangetown STP Outfall,4/25/2007,1500,0,57,1500
Orangetown STP Outfall,10/19/2006,1500,1.2,57,1500
Orangetown STP Outfall,10/18/2006,1500,1.1,57,1500
Orangetown STP Outfall,10/17/2006,1500,1.1,57,1500
Upper Sparkill Creek,6/29/2007,1500,2,165,1500
Upper Sparkill Creek,7/24/2007,1500,1.1,165,1500
Upper Sparkill Creek,7/23/2007,1500,1.1,165,1500
Upper Sparkill Creek,7/20/2007,1500,0.1,165,1500
Upper Sparkill Creek,7/18/2007,1500,0,165,1500
Upper Sparkill Creek,6/26/2007,1500,0,165,1500
Upper Sparkill Creek,10/28/2006,1500,3.2,165,1500
Upper Sparkill Creek,10/19/2006,1500,1.1,165,1500
Upper Sparkill Creek,10/18/2006,1500,1.1,165,1500
Upper Sparkill Creek,10/13/2006,1500,2.1,165,1500
Saw Mill River,12/13/2006,1500,0.2,50,1500
Saw Mill River,11/10/2006,1500,3.6,50,1500
GW Bridge mid-channel,7/11/2007,1500,1,49,1500
125th St. Pier,6/4/2007,1500,3.9,66,1500
125th St. Pier,6/12/2007,1500,0,66,1500
Newtown Creek- Dutch Kills,10/18/2006,1500,1.1,57,1500
Newtown Creek- Metropolitan Ave. Bridge,10/18/2006,1500,1.1,57,1500
Newtown Creek- Metropolitan Ave. Bridge,5/17/2007,1500,0.8,57,1500
Saw Mill River,4/18/2007,1496,8.5,50,1496
Ossining Beach,6/25/2008,1483,0.1,47,1483
Piermont Pier,7/26/2010,1479,0.8,187,1479
Harlem River- Washington Bridge,10/18/2006,1467,1.1,47,1467
125th St. Pier,10/2/2006,1433,0.5,66,1433
Saw Mill River,6/24/2008,1427,0.2,50,1427
Congress St. Bridge- Troy,10/16/2011,1414,1.5,38,1414
Island Creek/Normans Kill,6/19/2008,1414,1.4,35,1414
Castleton,10/16/2011,1414,1.5,35,1414
Inbocht Bay,10/17/2011,1414,1.3,36,1414
Esopus Creek West,5/19/2011,1414,1.8,42,1414
Upper Sparkill Creek,6/28/2010,1414,0,165,1414
Orangetown STP Outfall,5/13/2009,1396,0,57,1396
Piermont Pier,3/22/2010,1333,1.2,187,1333
Piermont Pier,12/29/2010,1333,0.1,187,1333
Mohawk River at Waterford,6/24/2013,1300,1.4,35,1300
Mohawk River at Waterford,9/15/2012,1300,0.1,35,1300
Congress St. Bridge- Troy,6/4/2013,1300,1.2,38,1300
Albany Rowing Dock,6/4/2013,1300,1.2,36,1300
Newburgh Launch Ramp,7/20/2010,1300,0,38,1300
Upper Sparkill Creek,5/21/2008,1300,0.5,165,1300
Upper Sparkill Creek,6/5/2008,1300,0.5,165,1300
Upper Sparkill Creek,7/3/2008,1300,0,165,1300
Upper Sparkill Creek,10/6/2009,1300,0.4,165,1300
Upper Sparkill Creek,12/1/2009,1300,0.2,165,1300
Upper Sparkill Creek,5/10/2010,1300,0.1,165,1300
Piermont Pier,10/28/2006,1275,2.5,187,1275
Saw Mill River,7/22/2010,1274,0.1,50,1274
Piermont Pier,6/25/2008,1248,0.1,187,1248
Piermont Pier,1/3/2012,1246,0.1,187,1246
Upper Sparkill Creek,9/7/2008,1240,4.8,165,1240
Piermont Pier,12/1/2009,1234,0.2,187,1234
Piermont Pier,11/22/2010,1234,0,187,1234
Orangetown STP Outfall,6/25/2008,1217,0.1,57,1217
Hudson River above Troy Lock,6/24/2013,1203,1.4,37,1203
Gay's Point mid-channel,7/31/2009,1203,1.9,36,1203
Kingston STP Outfall,9/16/2009,1203,0,40,1203
Norrie Point mid-channel,7/30/2009,1203,0.5,36,1203
Upper Sparkill Creek,10/27/2009,1203,0.6,165,1203
125th St. Pier,7/12/2007,1200,1,66,1200
Bethlehem Launch Ramp,7/31/2009,1120,1.9,36,1120
Piermont Pier,10/18/2006,1120,1.1,187,1120
Upper Sparkill Creek,1/26/2010,1120,1.3,165,1120
Newtown Creek- Dutch Kills,7/23/2008,1110,1,57,1110
Piermont Pier,12/8/2009,1106,0,187,1106
Piermont Pier,12/6/2010,1106,0,187,1106
Piermont Pier,4/18/2007,1104,8.5,187,1104
Upper Sparkill Creek,9/27/2008,1095,1.7,165,1095
Newtown Creek- Metropolitan Ave. Bridge,11/8/2012,1095,1.2,57,1095
Upper Sparkill Creek,10/14/2006,1090,2.1,165,1090
Newtown Creek- Metropolitan Ave. Bridge,5/16/2011,1063,1.1,57,1063
Upper Sparkill Creek,10/17/2006,1058,1,165,1058
Island Creek/Normans Kill,6/4/2013,1046,1.2,35,1046
Esopus Creek Entrance,5/19/2011,1046,1.8,43,1046
Newburgh Launch Ramp,6/9/2009,1046,0.9,38,1046
Upper Sparkill Creek,6/21/2010,1046,0,165,1046
Upper Sparkill Creek,6/12/2008,1046,0.3,165,1046
Gowanus Canal,7/19/2011,1046,0.1,37,1046
79th St. mid-channel,7/11/2007,1032,1,49,1032
Mohawk River at Waterford,6/16/2012,1023,0.2,35,1023
Piermont Pier,2/7/2011,990,0.4,187,990
Piermont Pier,1/27/2009,987,0,187,987
Piermont Pier,12/13/2010,984,1.2,187,984
Hudson River above Troy Lock,6/4/2013,980,1.2,37,980
Dunn Memorial Bridge- Albany,5/25/2010,980,0,38,980
Upper Sparkill Creek,9/6/2010,980,0,165,980
Newtown Creek- Metropolitan Ave. Bridge,6/5/2009,977,2,57,977
Piermont Pier,12/28/2009,959,1.5,187,959
Saw Mill River,8/14/2013,959,1,50,959
Saw Mill River,6/28/2011,959,0,50,959
Annesville Creek,5/17/2011,958,2,38,958
Saw Mill River,7/16/2012,958,0.3,50,958
Kingsland Pt. Park- Pocantico River,7/22/2010,939,1.5,42,939
Piermont Pier,8/6/2008,934,1.6,187,934
Piermont Pier,11/16/2010,933,0,187,933
Newtown Creek- Dutch Kills,10/19/2009,933,0.4,57,933
Piermont Pier,2/11/2009,930,0,187,930
Albany Rowing Dock,10/16/2010,921,1.3,36,921
Bethlehem Launch Ramp,10/16/2010,921,1.3,36,921
Norrie Point Yacht Basin,8/23/2009,921,0.6,36,921
Newburgh Launch Ramp,5/18/2011,921,2.1,38,921
Newburgh Launch Ramp,8/18/2011,921,0.8,38,921
Upper Sparkill Creek,6/2/2011,921,0.2,165,921
Piermont Pier,11/10/2009,908,0,187,908
Newtown Creek- Metropolitan Ave. Bridge,4/18/2007,894,8.5,57,894
Piermont Pier,11/8/2012,888,0.1,187,888
Gowanus Canal,6/10/2010,882,0.9,37,882
Piermont Pier,12/10/2012,880,0.6,187,880
Newtown Creek- Metropolitan Ave. Bridge,6/22/2009,880,0.8,57,880
Island Creek/Normans Kill,8/21/2011,866,0.4,35,866
Piermont Pier,8/24/2010,860,2.3,187,860
Piermont Pier,9/28/2008,860,1.9,187,860
Mohawk River at Waterford,9/21/2013,830,0,35,830
125th St. Pier,10/6/2006,824,0.7,66,824
Catskill Launch Ramp,10/16/2011,816,1.5,37,816
Catskill Creek- East End,5/19/2011,816,1.6,42,816
Beacon Harbor,10/15/2010,816,1.5,38,816
Piermont Pier,4/12/2010,816,0.3,187,816
Saw Mill River,10/13/2010,816,1.2,50,816
Harlem River- Washington Bridge,10/12/2010,816,1.2,47,816
Piermont Pier,1/5/2010,794,0,187,794
North River STP at 145th,10/21/2011,794,1.1,47,794
125th St. Pier,10/3/2006,773,0.4,66,773
Mohawk River at Waterford,10/15/2012,770,1.4,35,770
Dunn Memorial Bridge- Albany,5/19/2011,770,1.6,38,770
Castleton,7/31/2009,770,1.9,35,770
Coeymans Landing,8/24/2009,770,2.8,36,770
Upper Sparkill Creek,12/15/2009,770,1.1,165,770
Upper Sparkill Creek,5/12/2012,770,0.7,165,770
Nyack Launch Ramp,3/7/2011,767,2.3,61,767
Upper Sparkill Creek,10/4/2010,763,2,165,763
Piermont Pier,3/17/2010,762,0.7,187,762
Newtown Creek- Metropolitan Ave. Bridge,11/10/2006,760,3.6,57,760
Hudson River above Troy Lock,8/21/2011,727,0.4,37,727
Congress St. Bridge- Troy,8/23/2010,727,0.6,38,727
Island Creek/Normans Kill,6/13/2009,727,0.6,35,727
Bethlehem Launch Ramp,5/19/2011,727,1.6,36,727
Hudson Landing Ramp,8/24/2009,727,2.8,37,727
Catskill Creek- First Bridge,5/19/2011,727,1.6,38,727
Catskill Creek- First Bridge,6/12/2009,727,1.2,38,727
Newburgh Launch Ramp,6/29/2011,727,0.5,38,727
Piermont Pier,7/3/2008,727,0,187,727
North River STP at 145th,7/17/2013,723,0,47,723
Newtown Creek- Dutch Kills,5/17/2007,717,0.8,57,717
Albany Rowing Dock,5/19/2011,687,1.6,36,687
Albany Rowing Dock,8/21/2011,687,0.4,36,687
Dunn Memorial Bridge- Albany,9/19/2011,687,0.1,38,687
Castleton,8/24/2009,687,2.8,35,687
Newburgh Launch Ramp,8/22/2009,687,0.6,38,687
Nyack Launch Ramp,5/17/2011,663,2,61,663
Piermont Pier,4/9/2012,657,0,187,657
Cedar Pond Brook,10/20/2011,650,0.1,47,650
Castleton,10/16/2010,649,1.3,35,649
Coeymans Landing,10/16/2010,649,1.3,36,649
Upper Sparkill Creek,9/22/2009,649,0,165,649
Upper Sparkill Creek,4/22/2009,649,1.3,165,649
Kingsland Pt. Park- Pocantico River,9/7/2008,627,4.8,42,627
Piermont Pier,11/17/2009,624,0,187,624
Island Creek/Normans Kill,8/9/2008,613,1.5,35,613
Gay's Point mid-channel,8/9/2008,613,1.5,36,613
Malden Launch Ramp,10/17/2011,613,1.3,36,613
Nyack Launch Ramp,1/3/2012,613,0.1,61,613
Newtown Creek- Metropolitan Ave. Bridge,8/16/2011,613,6.4,57,613
Piermont Pier,2/2/2010,605,0,187,605
Congress St. Bridge- Troy,6/18/2010,602,0.2,38,602
Piermont Pier,1/19/2010,598,0.3,187,598
Piermont Pier,2/15/2010,591,0.1,187,591
Piermont Pier,4/6/2010,591,0,187,591
Orangetown STP Outfall,4/18/2007,584,8.5,57,584
Piermont Pier,3/1/2010,583,0.1,187,583
Hudson River above Troy Lock,7/19/2010,579,0.7,37,579
Rondout- Eddyville Anchorage,7/28/2012,579,1.9,45,579
Annesville Creek,9/15/2011,578,0,38,578
Piermont Pier,1/26/2010,573,1.3,187,573
Harlem River- Willis Ave. Bridge,8/16/2011,565,6.4,47,565
Cedar Pond Brook,7/22/2010,563,1.5,47,563
Newtown Creek- Dutch Kills,8/14/2013,560,1,57,560
Piermont Pier,5/2/2011,557,0.4,187,557
Upper Sparkill Creek,1/3/2011,548,0.1,165,548
Piermont Pier,12/20/2010,546,0,187,546
Orangetown STP Outfall,5/17/2011,538,2,57,538
Upper Sparkill Creek,7/30/2007,530,0,165,530
Upper Sparkill Creek,6/16/2009,528,0.6,165,528
Congress St. Bridge- Troy,10/16/2010,525,1.3,38,525
North River STP at 145th,8/13/2012,521,0.2,47,521
Catskill Creek- First Bridge,8/9/2008,517,1.5,38,517
Malden Launch Ramp,8/23/2009,517,2.8,36,517
Upper Sparkill Creek,10/13/2009,517,0.1,165,517
Upper Sparkill Creek,1/19/2010,517,0.3,165,517
